review_date,count,product_category
2002-04-01,1,digital_ebook_purchase
2002-05-01,1,digital_ebook_purchase
2003-02-01,1,digital_ebook_purchase
2003-07-01,1,digital_ebook_purchase
2004-01-01,1,digital_ebook_purchase
2004-02-01,3,digital_ebook_purchase
2004-04-01,2,digital_ebook_purchase
2004-06-01,1,digital_ebook_purchase
2004-08-01,4,digital_ebook_purchase
2004-11-01,1,digital_ebook_purchase
2004-12-01,1,digital_ebook_purchase
2005-01-01,1,digital_ebook_purchase
2005-03-01,2,digital_ebook_purchase
2005-04-01,1,digital_ebook_purchase
2005-05-01,1,digital_ebook_purchase
2005-07-01,3,digital_ebook_purchase
2005-08-01,3,digital_ebook_purchase
2005-09-01,2,digital_ebook_purchase
2005-10-01,4,digital_ebook_purchase
2005-11-01,1,digital_ebook_purchase
2005-12-01,1,digital_ebook_purchase
2006-01-01,8,digital_ebook_purchase
2006-02-01,4,digital_ebook_purchase
2006-05-01,1,digital_ebook_purchase
2006-06-01,5,digital_ebook_purchase
2006-07-01,1,digital_ebook_purchase
2006-08-01,9,digital_ebook_purchase
2006-09-01,2,digital_ebook_purchase
2006-11-01,4,digital_ebook_purchase
2006-12-01,1,digital_ebook_purchase
2007-01-01,7,digital_ebook_purchase
2007-02-01,3,digital_ebook_purchase
2007-03-01,3,digital_ebook_purchase
2007-04-01,5,digital_ebook_purchase
2007-05-01,3,digital_ebook_purchase
2007-06-01,5,digital_ebook_purchase
2007-07-01,4,digital_ebook_purchase
2007-08-01,15,digital_ebook_purchase
2007-09-01,8,digital_ebook_purchase
2007-10-01,7,digital_ebook_purchase
2007-11-01,134,digital_ebook_purchase
2007-12-01,313,digital_ebook_purchase
2008-01-01,436,digital_ebook_purchase
2008-02-01,517,digital_ebook_purchase
2008-03-01,513,digital_ebook_purchase
2008-04-01,782,digital_ebook_purchase
2008-05-01,873,digital_ebook_purchase
2008-06-01,852,digital_ebook_purchase
2008-07-01,938,digital_ebook_purchase
2008-08-01,966,digital_ebook_purchase
2008-09-01,811,digital_ebook_purchase
2008-10-01,826,digital_ebook_purchase
2008-11-01,1031,digital_ebook_purchase
2008-12-01,1062,digital_ebook_purchase
2009-01-01,1258,digital_ebook_purchase
2009-02-01,1413,digital_ebook_purchase
2009-03-01,2405,digital_ebook_purchase
2009-04-01,2331,digital_ebook_purchase
2009-05-01,2734,digital_ebook_purchase
2009-06-01,2887,digital_ebook_purchase
2009-07-01,2958,digital_ebook_purchase
2009-08-01,2827,digital_ebook_purchase
2009-09-01,2554,digital_ebook_purchase
2009-10-01,2806,digital_ebook_purchase
2009-11-01,2906,digital_ebook_purchase
2009-12-01,4029,digital_ebook_purchase
2010-01-01,6157,digital_ebook_purchase
2010-02-01,5483,digital_ebook_purchase
2010-03-01,6719,digital_ebook_purchase
2010-04-01,6976,digital_ebook_purchase
2010-05-01,6449,digital_ebook_purchase
2010-06-01,6768,digital_ebook_purchase
2010-07-01,8143,digital_ebook_purchase
2010-08-01,8570,digital_ebook_purchase
2010-09-01,8879,digital_ebook_purchase
2010-10-01,10871,digital_ebook_purchase
2010-11-01,13350,digital_ebook_purchase
2010-12-01,13773,digital_ebook_purchase
2011-01-01,22492,digital_ebook_purchase
2011-02-01,19462,digital_ebook_purchase
2011-03-01,22028,digital_ebook_purchase
2011-04-01,22883,digital_ebook_purchase
2011-05-01,24981,digital_ebook_purchase
2011-06-01,27700,digital_ebook_purchase
2011-07-01,30932,digital_ebook_purchase
2011-08-01,32404,digital_ebook_purchase
2011-09-01,33307,digital_ebook_purchase
2011-10-01,33559,digital_ebook_purchase
2011-11-01,33874,digital_ebook_purchase
2011-12-01,43595,digital_ebook_purchase
2012-01-01,60783,digital_ebook_purchase
2012-02-01,56493,digital_ebook_purchase
2012-03-01,84494,digital_ebook_purchase
2012-04-01,81117,digital_ebook_purchase
2012-05-01,83409,digital_ebook_purchase
2012-06-01,84277,digital_ebook_purchase
2012-07-01,89832,digital_ebook_purchase
2012-08-01,96320,digital_ebook_purchase
2012-09-01,176406,digital_ebook_purchase
2012-10-01,177155,digital_ebook_purchase
2012-11-01,201063,digital_ebook_purchase
2012-12-01,312239,digital_ebook_purchase
2013-01-01,433665,digital_ebook_purchase
2013-02-01,355977,digital_ebook_purchase
2013-03-01,390340,digital_ebook_purchase
2013-04-01,353029,digital_ebook_purchase
2013-05-01,354719,digital_ebook_purchase
2013-06-01,354344,digital_ebook_purchase
2013-07-01,378920,digital_ebook_purchase
2013-08-01,380663,digital_ebook_purchase
2013-09-01,105783,digital_ebook_purchase
2000-06-01,1,digital_music_purchase
2000-08-01,1,digital_music_purchase
2000-12-01,1,digital_music_purchase
2001-07-01,1,digital_music_purchase
2001-11-01,1,digital_music_purchase
2002-06-01,1,digital_music_purchase
2002-11-01,1,digital_music_purchase
2002-12-01,1,digital_music_purchase
2003-03-01,1,digital_music_purchase
2003-04-01,1,digital_music_purchase
2003-07-01,1,digital_music_purchase
2003-08-01,1,digital_music_purchase
2003-11-01,1,digital_music_purchase
2004-01-01,2,digital_music_purchase
2004-04-01,1,digital_music_purchase
2004-05-01,1,digital_music_purchase
2004-10-01,1,digital_music_purchase
2004-11-01,1,digital_music_purchase
2005-04-01,1,digital_music_purchase
2005-05-01,1,digital_music_purchase
2005-07-01,1,digital_music_purchase
2005-10-01,1,digital_music_purchase
2005-11-01,2,digital_music_purchase
2005-12-01,1,digital_music_purchase
2006-01-01,1,digital_music_purchase
2006-02-01,2,digital_music_purchase
2006-03-01,2,digital_music_purchase
2006-06-01,4,digital_music_purchase
2006-07-01,5,digital_music_purchase
2006-10-01,1,digital_music_purchase
2006-11-01,3,digital_music_purchase
2006-12-01,3,digital_music_purchase
2007-01-01,4,digital_music_purchase
2007-02-01,1,digital_music_purchase
2007-03-01,1,digital_music_purchase
2007-05-01,6,digital_music_purchase
2007-06-01,7,digital_music_purchase
2007-07-01,3,digital_music_purchase
2007-08-01,3,digital_music_purchase
2007-09-01,250,digital_music_purchase
2007-10-01,599,digital_music_purchase
2007-11-01,628,digital_music_purchase
2007-12-01,810,digital_music_purchase
2008-01-01,953,digital_music_purchase
2008-02-01,1032,digital_music_purchase
2008-03-01,1615,digital_music_purchase
2008-04-01,1828,digital_music_purchase
2008-05-01,1733,digital_music_purchase
2008-06-01,1803,digital_music_purchase
2008-07-01,2176,digital_music_purchase
2008-08-01,2262,digital_music_purchase
2008-09-01,2076,digital_music_purchase
2008-10-01,2274,digital_music_purchase
2008-11-01,2317,digital_music_purchase
2008-12-01,3012,digital_music_purchase
2009-01-01,2935,digital_music_purchase
2009-02-01,2493,digital_music_purchase
2009-03-01,2718,digital_music_purchase
2009-04-01,2611,digital_music_purchase
2009-05-01,2978,digital_music_purchase
2009-06-01,3038,digital_music_purchase
2009-07-01,2885,digital_music_purchase
2009-08-01,3030,digital_music_purchase
2009-09-01,3371,digital_music_purchase
2009-10-01,3150,digital_music_purchase
2009-11-01,3448,digital_music_purchase
2009-12-01,4045,digital_music_purchase
2010-01-01,3569,digital_music_purchase
2010-02-01,3373,digital_music_purchase
2010-03-01,3185,digital_music_purchase
2010-04-01,2782,digital_music_purchase
2010-05-01,3048,digital_music_purchase
2010-06-01,2854,digital_music_purchase
2010-07-01,3257,digital_music_purchase
2010-08-01,3356,digital_music_purchase
2010-09-01,3489,digital_music_purchase
2010-10-01,3649,digital_music_purchase
2010-11-01,4086,digital_music_purchase
2010-12-01,4610,digital_music_purchase
2011-01-01,4320,digital_music_purchase
2011-02-01,3772,digital_music_purchase
2011-03-01,4502,digital_music_purchase
2011-04-01,4315,digital_music_purchase
2011-05-01,4925,digital_music_purchase
2011-06-01,4238,digital_music_purchase
2011-07-01,4589,digital_music_purchase
2011-08-01,4759,digital_music_purchase
2011-09-01,5555,digital_music_purchase
2011-10-01,5522,digital_music_purchase
2011-11-01,5796,digital_music_purchase
2011-12-01,6913,digital_music_purchase
2012-01-01,6531,digital_music_purchase
2012-02-01,5640,digital_music_purchase
2012-03-01,9448,digital_music_purchase
2012-04-01,8804,digital_music_purchase
2012-05-01,9098,digital_music_purchase
2012-06-01,8932,digital_music_purchase
2012-07-01,9565,digital_music_purchase
2012-08-01,10968,digital_music_purchase
2012-09-01,24539,digital_music_purchase
2012-10-01,21506,digital_music_purchase
2012-11-01,33665,digital_music_purchase
2012-12-01,52669,digital_music_purchase
2013-01-01,55822,digital_music_purchase
2013-02-01,44248,digital_music_purchase
2013-03-01,46471,digital_music_purchase
2013-04-01,39294,digital_music_purchase
2013-05-01,38955,digital_music_purchase
2013-06-01,34146,digital_music_purchase
2013-07-01,34774,digital_music_purchase
2013-08-01,37512,digital_music_purchase
2013-09-01,33224,digital_music_purchase
2013-10-01,32094,digital_music_purchase
2013-11-01,28347,digital_music_purchase
2013-12-01,36312,digital_music_purchase
2014-01-01,42252,digital_music_purchase
2014-02-01,34945,digital_music_purchase
2014-03-01,37578,digital_music_purchase
2014-04-01,31632,digital_music_purchase
2014-05-01,30697,digital_music_purchase
2014-06-01,30922,digital_music_purchase
2014-07-01,48011,digital_music_purchase
2014-08-01,48850,digital_music_purchase
2014-09-01,43412,digital_music_purchase
2014-10-01,49363,digital_music_purchase
2014-11-01,48718,digital_music_purchase
2014-12-01,59387,digital_music_purchase
2015-01-01,34070,digital_music_purchase
2015-02-01,43157,digital_music_purchase
2015-03-01,56758,digital_music_purchase
2015-04-01,45155,digital_music_purchase
2015-05-01,46236,digital_music_purchase
2015-06-01,41615,digital_music_purchase
2015-07-01,47229,digital_music_purchase
2015-08-01,43727,digital_music_purchase
2008-01-01,1,digital_software
2008-02-01,9,digital_software
2008-03-01,10,digital_software
2008-04-01,4,digital_software
2008-09-01,1,digital_software
2008-12-01,5,digital_software
2009-01-01,29,digital_software
2009-02-01,53,digital_software
2009-03-01,36,digital_software
2009-04-01,56,digital_software
2009-05-01,1,digital_software
2009-06-01,5,digital_software
2009-07-01,3,digital_software
2009-08-01,11,digital_software
2009-09-01,10,digital_software
2009-10-01,17,digital_software
2009-11-01,25,digital_software
2009-12-01,46,digital_software
2010-01-01,122,digital_software
2010-02-01,132,digital_software
2010-03-01,92,digital_software
2010-04-01,88,digital_software
2010-05-01,117,digital_software
2010-06-01,36,digital_software
2010-07-01,44,digital_software
2010-08-01,56,digital_software
2010-09-01,70,digital_software
2010-10-01,76,digital_software
2010-11-01,127,digital_software
2010-12-01,105,digital_software
2011-01-01,163,digital_software
2011-02-01,232,digital_software
2011-03-01,292,digital_software
2011-04-01,285,digital_software
2011-05-01,190,digital_software
2011-06-01,128,digital_software
2011-07-01,106,digital_software
2011-08-01,129,digital_software
2011-09-01,148,digital_software
2011-10-01,185,digital_software
2011-11-01,191,digital_software
2011-12-01,263,digital_software
2012-01-01,481,digital_software
2012-02-01,549,digital_software
2012-03-01,527,digital_software
2012-04-01,501,digital_software
2012-05-01,341,digital_software
2012-06-01,259,digital_software
2012-07-01,240,digital_software
2012-08-01,297,digital_software
2012-09-01,351,digital_software
2012-10-01,482,digital_software
2012-11-01,534,digital_software
2012-12-01,1040,digital_software
2013-01-01,1578,digital_software
2013-02-01,2299,digital_software
2013-03-01,2344,digital_software
2013-04-01,2116,digital_software
2013-05-01,1802,digital_software
2013-06-01,1275,digital_software
2013-07-01,1261,digital_software
2013-08-01,1322,digital_software
2013-09-01,1125,digital_software
2013-10-01,1566,digital_software
2013-11-01,2240,digital_software
2013-12-01,1525,digital_software
2014-01-01,3689,digital_software
2014-02-01,3912,digital_software
2014-03-01,3330,digital_software
2014-04-01,3708,digital_software
2014-05-01,3083,digital_software
2014-06-01,2415,digital_software
2014-07-01,3096,digital_software
2014-08-01,2921,digital_software
2014-09-01,2041,digital_software
2014-10-01,2335,digital_software
2014-11-01,2562,digital_software
2014-12-01,3653,digital_software
2015-01-01,5064,digital_software
2015-02-01,6363,digital_software
2015-03-01,7667,digital_software
2015-04-01,5545,digital_software
2015-05-01,3510,digital_software
2015-06-01,2519,digital_software
2015-07-01,2438,digital_software
2015-08-01,2479,digital_software
2000-10-01,1,digital_video_download
2001-06-01,1,digital_video_download
2002-03-01,1,digital_video_download
2002-04-01,1,digital_video_download
2002-05-01,1,digital_video_download
2002-07-01,1,digital_video_download
2002-12-01,1,digital_video_download
2003-03-01,1,digital_video_download
2003-06-01,1,digital_video_download
2003-09-01,1,digital_video_download
2003-12-01,1,digital_video_download
2004-03-01,1,digital_video_download
2004-09-01,2,digital_video_download
2004-10-01,1,digital_video_download
2004-11-01,2,digital_video_download
2005-06-01,3,digital_video_download
2005-07-01,3,digital_video_download
2005-08-01,2,digital_video_download
2005-10-01,1,digital_video_download
2005-11-01,1,digital_video_download
2005-12-01,1,digital_video_download
2006-01-01,1,digital_video_download
2006-02-01,1,digital_video_download
2006-03-01,1,digital_video_download
2006-04-01,1,digital_video_download
2006-07-01,2,digital_video_download
2006-08-01,5,digital_video_download
2006-09-01,67,digital_video_download
2006-10-01,36,digital_video_download
2006-11-01,22,digital_video_download
2006-12-01,49,digital_video_download
2007-01-01,71,digital_video_download
2007-02-01,72,digital_video_download
2007-03-01,122,digital_video_download
2007-04-01,98,digital_video_download
2007-05-01,98,digital_video_download
2007-06-01,136,digital_video_download
2007-07-01,187,digital_video_download
2007-08-01,165,digital_video_download
2007-09-01,515,digital_video_download
2007-10-01,277,digital_video_download
2007-11-01,368,digital_video_download
2007-12-01,488,digital_video_download
2008-01-01,436,digital_video_download
2008-02-01,393,digital_video_download
2008-03-01,318,digital_video_download
2008-04-01,244,digital_video_download
2008-05-01,250,digital_video_download
2008-06-01,212,digital_video_download
2008-07-01,202,digital_video_download
2008-08-01,191,digital_video_download
2008-09-01,249,digital_video_download
2008-10-01,181,digital_video_download
2008-11-01,168,digital_video_download
2008-12-01,239,digital_video_download
2009-01-01,235,digital_video_download
2009-02-01,206,digital_video_download
2009-03-01,318,digital_video_download
2009-04-01,236,digital_video_download
2009-05-01,286,digital_video_download
2009-06-01,261,digital_video_download
2009-07-01,244,digital_video_download
2009-08-01,253,digital_video_download
2009-09-01,248,digital_video_download
2009-10-01,329,digital_video_download
2009-11-01,270,digital_video_download
2009-12-01,376,digital_video_download
2010-01-01,385,digital_video_download
2010-02-01,333,digital_video_download
2010-03-01,377,digital_video_download
2010-04-01,281,digital_video_download
2010-05-01,367,digital_video_download
2010-06-01,406,digital_video_download
2010-07-01,525,digital_video_download
2010-08-01,400,digital_video_download
2010-09-01,527,digital_video_download
2010-10-01,641,digital_video_download
2010-11-01,830,digital_video_download
2010-12-01,1019,digital_video_download
2011-01-01,1345,digital_video_download
2011-02-01,1118,digital_video_download
2011-03-01,1253,digital_video_download
2011-04-01,1175,digital_video_download
2011-05-01,1128,digital_video_download
2011-06-01,1210,digital_video_download
2011-07-01,1525,digital_video_download
2011-08-01,1603,digital_video_download
2011-09-01,2008,digital_video_download
2011-10-01,2493,digital_video_download
2011-11-01,2651,digital_video_download
2011-12-01,3387,digital_video_download
2012-01-01,3964,digital_video_download
2012-02-01,3618,digital_video_download
2012-03-01,5524,digital_video_download
2012-04-01,5207,digital_video_download
2012-05-01,5508,digital_video_download
2012-06-01,5414,digital_video_download
2012-07-01,5652,digital_video_download
2012-08-01,6565,digital_video_download
2012-09-01,18584,digital_video_download
2012-10-01,16478,digital_video_download
2012-11-01,25051,digital_video_download
2012-12-01,40913,digital_video_download
2013-01-01,44404,digital_video_download
2013-02-01,52186,digital_video_download
2013-03-01,60239,digital_video_download
2013-04-01,64928,digital_video_download
2013-05-01,61511,digital_video_download
2013-06-01,55838,digital_video_download
2013-07-01,67031,digital_video_download
2013-08-01,70656,digital_video_download
2013-09-01,63269,digital_video_download
2013-10-01,56109,digital_video_download
2013-11-01,47583,digital_video_download
2013-12-01,78728,digital_video_download
2014-01-01,137700,digital_video_download
2014-02-01,136672,digital_video_download
2014-03-01,120948,digital_video_download
2014-04-01,95526,digital_video_download
2014-05-01,86569,digital_video_download
2014-06-01,88732,digital_video_download
2014-07-01,130609,digital_video_download
2014-08-01,141793,digital_video_download
2014-09-01,122607,digital_video_download
2014-10-01,146031,digital_video_download
2014-11-01,146343,digital_video_download
2014-12-01,208994,digital_video_download
2015-01-01,122209,digital_video_download
2015-02-01,179863,digital_video_download
2015-03-01,250483,digital_video_download
2015-04-01,199855,digital_video_download
2015-05-01,188541,digital_video_download
2015-06-01,182583,digital_video_download
2015-07-01,218563,digital_video_download
2015-08-01,251424,digital_video_download
2006-08-01,1,digital_video_games
2008-09-01,2,digital_video_games
2008-12-01,3,digital_video_games
2009-01-01,1,digital_video_games
2009-02-01,111,digital_video_games
2009-03-01,76,digital_video_games
2009-04-01,187,digital_video_games
2009-05-01,194,digital_video_games
2009-06-01,107,digital_video_games
2009-07-01,113,digital_video_games
2009-08-01,145,digital_video_games
2009-09-01,137,digital_video_games
2009-10-01,153,digital_video_games
2009-11-01,164,digital_video_games
2009-12-01,173,digital_video_games
2010-01-01,233,digital_video_games
2010-02-01,155,digital_video_games
2010-03-01,165,digital_video_games
2010-04-01,170,digital_video_games
2010-05-01,162,digital_video_games
2010-06-01,154,digital_video_games
2010-07-01,164,digital_video_games
2010-08-01,193,digital_video_games
2010-09-01,201,digital_video_games
2010-10-01,252,digital_video_games
2010-11-01,267,digital_video_games
2010-12-01,435,digital_video_games
2011-01-01,523,digital_video_games
2011-02-01,423,digital_video_games
2011-03-01,501,digital_video_games
2011-04-01,464,digital_video_games
2011-05-01,595,digital_video_games
2011-06-01,572,digital_video_games
2011-07-01,557,digital_video_games
2011-08-01,605,digital_video_games
2011-09-01,670,digital_video_games
2011-10-01,797,digital_video_games
2011-11-01,897,digital_video_games
2011-12-01,1040,digital_video_games
2012-01-01,1037,digital_video_games
2012-02-01,967,digital_video_games
2012-03-01,1036,digital_video_games
2012-04-01,1026,digital_video_games
2012-05-01,1000,digital_video_games
2012-06-01,855,digital_video_games
2012-07-01,1248,digital_video_games
2012-08-01,1039,digital_video_games
2012-09-01,1095,digital_video_games
2012-10-01,1392,digital_video_games
2012-11-01,2212,digital_video_games
2012-12-01,3717,digital_video_games
2013-01-01,4345,digital_video_games
2013-02-01,3224,digital_video_games
2013-03-01,6039,digital_video_games
2013-04-01,3307,digital_video_games
2013-05-01,3103,digital_video_games
2013-06-01,3215,digital_video_games
2013-07-01,3131,digital_video_games
2013-08-01,3490,digital_video_games
2013-09-01,2536,digital_video_games
2013-10-01,3109,digital_video_games
2013-11-01,2830,digital_video_games
2013-12-01,4936,digital_video_games
2014-01-01,5490,digital_video_games
2014-02-01,3678,digital_video_games
2014-03-01,3799,digital_video_games
2014-04-01,2884,digital_video_games
2014-05-01,2644,digital_video_games
2014-06-01,2695,digital_video_games
2014-07-01,3972,digital_video_games
2014-08-01,3631,digital_video_games
2014-09-01,3407,digital_video_games
2014-10-01,3559,digital_video_games
2014-11-01,3250,digital_video_games
2014-12-01,4745,digital_video_games
2015-01-01,4788,digital_video_games
2015-02-01,4439,digital_video_games
2015-03-01,4680,digital_video_games
2015-04-01,3402,digital_video_games
2015-05-01,2991,digital_video_games
2015-06-01,3128,digital_video_games
2015-07-01,3432,digital_video_games
2015-08-01,3166,digital_video_games
1999-06-01,18,electronics
1999-07-01,84,electronics
1999-08-01,47,electronics
1999-09-01,64,electronics
1999-10-01,92,electronics
1999-11-01,132,electronics
1999-12-01,264,electronics
2000-01-01,294,electronics
2000-02-01,203,electronics
2000-03-01,248,electronics
2000-04-01,261,electronics
2000-05-01,343,electronics
2000-06-01,660,electronics
2000-07-01,454,electronics
2000-08-01,380,electronics
2000-09-01,301,electronics
2000-10-01,339,electronics
2000-11-01,384,electronics
2000-12-01,576,electronics
2001-01-01,517,electronics
2001-02-01,338,electronics
2001-03-01,399,electronics
2001-04-01,340,electronics
2001-05-01,408,electronics
2001-06-01,433,electronics
2001-07-01,432,electronics
2001-08-01,446,electronics
2001-09-01,386,electronics
2001-10-01,431,electronics
2001-11-01,567,electronics
2001-12-01,784,electronics
2002-01-01,774,electronics
2002-02-01,559,electronics
2002-03-01,544,electronics
2002-04-01,529,electronics
2002-05-01,510,electronics
2002-06-01,509,electronics
2002-07-01,520,electronics
2002-08-01,463,electronics
2002-09-01,489,electronics
2002-10-01,559,electronics
2002-11-01,717,electronics
2002-12-01,1003,electronics
2003-01-01,1074,electronics
2003-02-01,681,electronics
2003-03-01,656,electronics
2003-04-01,658,electronics
2003-05-01,696,electronics
2003-06-01,719,electronics
2003-07-01,749,electronics
2003-08-01,778,electronics
2003-09-01,714,electronics
2003-10-01,784,electronics
2003-11-01,971,electronics
2003-12-01,1348,electronics
2004-01-01,1331,electronics
2004-02-01,1121,electronics
2004-03-01,1105,electronics
2004-04-01,1042,electronics
2004-05-01,903,electronics
2004-06-01,971,electronics
2004-07-01,1062,electronics
2004-08-01,844,electronics
2004-09-01,870,electronics
2004-10-01,868,electronics
2004-11-01,950,electronics
2004-12-01,1534,electronics
2005-01-01,1695,electronics
2005-02-01,1367,electronics
2005-03-01,1378,electronics
2005-04-01,1211,electronics
2005-05-01,1118,electronics
2005-06-01,1187,electronics
2005-07-01,1538,electronics
2005-08-01,2358,electronics
2005-09-01,2516,electronics
2005-10-01,2102,electronics
2005-11-01,1473,electronics
2005-12-01,2155,electronics
2006-01-01,2748,electronics
2006-02-01,2789,electronics
2006-03-01,3531,electronics
2006-04-01,1068,electronics
2006-05-01,1487,electronics
2006-06-01,1786,electronics
2006-07-01,2662,electronics
2006-08-01,3020,electronics
2006-09-01,1570,electronics
2006-10-01,1610,electronics
2006-11-01,4042,electronics
2006-12-01,3263,electronics
2007-01-01,10686,electronics
2007-02-01,4555,electronics
2007-03-01,5691,electronics
2007-04-01,3288,electronics
2007-05-01,5300,electronics
2007-06-01,3572,electronics
2007-07-01,4300,electronics
2007-08-01,4201,electronics
2007-09-01,4196,electronics
2007-10-01,4374,electronics
2007-11-01,4528,electronics
2007-12-01,6662,electronics
2008-01-01,8346,electronics
2008-02-01,6177,electronics
2008-03-01,5641,electronics
2008-04-01,5569,electronics
2008-05-01,5223,electronics
2008-06-01,5361,electronics
2008-07-01,5471,electronics
2008-08-01,5291,electronics
2008-09-01,5302,electronics
2008-10-01,5442,electronics
2008-11-01,5453,electronics
2008-12-01,7907,electronics
2009-01-01,11316,electronics
2009-02-01,8113,electronics
2009-03-01,7191,electronics
2009-04-01,6842,electronics
2009-05-01,6637,electronics
2009-06-01,6706,electronics
2009-07-01,5777,electronics
2009-08-01,6229,electronics
2009-09-01,7980,electronics
2009-10-01,7266,electronics
2009-11-01,7235,electronics
2009-12-01,9788,electronics
2010-01-01,10934,electronics
2010-02-01,11671,electronics
2010-03-01,9831,electronics
2010-04-01,8499,electronics
2010-05-01,8102,electronics
2010-06-01,7826,electronics
2010-07-01,9238,electronics
2010-08-01,9822,electronics
2010-09-01,10847,electronics
2010-10-01,10353,electronics
2010-11-01,10881,electronics
2010-12-01,15487,electronics
2011-01-01,17805,electronics
2011-02-01,13825,electronics
2011-03-01,14221,electronics
2011-04-01,13095,electronics
2011-05-01,12222,electronics
2011-06-01,12454,electronics
2011-07-01,13711,electronics
2011-08-01,15017,electronics
2011-09-01,15692,electronics
2011-10-01,15499,electronics
2011-11-01,19764,electronics
2011-12-01,23820,electronics
2012-01-01,25029,electronics
2012-02-01,19184,electronics
2012-03-01,18104,electronics
2012-04-01,15790,electronics
2012-05-01,16027,electronics
2012-06-01,16419,electronics
2012-07-01,18193,electronics
2012-08-01,18319,electronics
2012-09-01,18741,electronics
2012-10-01,20760,electronics
2012-11-01,27490,electronics
2012-12-01,54594,electronics
2013-01-01,62236,electronics
2013-02-01,47469,electronics
2013-03-01,47544,electronics
2013-04-01,41621,electronics
2013-05-01,42350,electronics
2013-06-01,40680,electronics
2013-07-01,43329,electronics
2013-08-01,44987,electronics
2013-09-01,39340,electronics
2013-10-01,43743,electronics
2013-11-01,41670,electronics
2013-12-01,61259,electronics
2014-01-01,74004,electronics
2014-02-01,56169,electronics
2014-03-01,57046,electronics
2014-04-01,49246,electronics
2014-05-01,46873,electronics
2014-06-01,48222,electronics
2014-07-01,79172,electronics
2014-08-01,81937,electronics
2014-09-01,77565,electronics
2014-10-01,77923,electronics
2014-11-01,77349,electronics
2014-12-01,107653,electronics
2015-01-01,120125,electronics
2015-02-01,107045,electronics
2015-03-01,108633,electronics
2015-04-01,92974,electronics
2015-05-01,89200,electronics
2015-06-01,91323,electronics
2015-07-01,99607,electronics
2015-08-01,102789,electronics
2000-03-01,1,furniture
2000-06-01,1,furniture
2000-07-01,1,furniture
2000-10-01,1,furniture
2000-11-01,3,furniture
2000-12-01,4,furniture
2001-01-01,1,furniture
2001-02-01,3,furniture
2001-03-01,3,furniture
2001-06-01,3,furniture
2001-07-01,1,furniture
2001-08-01,2,furniture
2001-09-01,3,furniture
2001-10-01,6,furniture
2001-11-01,6,furniture
2001-12-01,10,furniture
2002-01-01,2,furniture
2002-02-01,4,furniture
2002-05-01,1,furniture
2002-06-01,3,furniture
2002-07-01,3,furniture
2002-08-01,10,furniture
2002-09-01,9,furniture
2002-10-01,10,furniture
2002-11-01,12,furniture
2002-12-01,15,furniture
2003-01-01,31,furniture
2003-02-01,20,furniture
2003-03-01,33,furniture
2003-04-01,43,furniture
2003-05-01,36,furniture
2003-06-01,42,furniture
2003-07-01,53,furniture
2003-08-01,71,furniture
2003-09-01,72,furniture
2003-10-01,81,furniture
2003-11-01,80,furniture
2003-12-01,78,furniture
2004-01-01,106,furniture
2004-02-01,77,furniture
2004-03-01,163,furniture
2004-04-01,166,furniture
2004-05-01,120,furniture
2004-06-01,156,furniture
2004-07-01,102,furniture
2004-08-01,95,furniture
2004-09-01,72,furniture
2004-10-01,21,furniture
2004-11-01,25,furniture
2004-12-01,37,furniture
2005-01-01,34,furniture
2005-02-01,46,furniture
2005-03-01,30,furniture
2005-04-01,30,furniture
2005-05-01,31,furniture
2005-06-01,27,furniture
2005-07-01,21,furniture
2005-08-01,53,furniture
2005-09-01,49,furniture
2005-10-01,34,furniture
2005-11-01,30,furniture
2005-12-01,32,furniture
2006-01-01,42,furniture
2006-02-01,52,furniture
2006-03-01,74,furniture
2006-04-01,29,furniture
2006-05-01,28,furniture
2006-06-01,36,furniture
2006-07-01,58,furniture
2006-08-01,85,furniture
2006-09-01,45,furniture
2006-10-01,52,furniture
2006-11-01,104,furniture
2006-12-01,79,furniture
2007-01-01,378,furniture
2007-02-01,162,furniture
2007-03-01,246,furniture
2007-04-01,137,furniture
2007-05-01,213,furniture
2007-06-01,176,furniture
2007-07-01,199,furniture
2007-08-01,219,furniture
2007-09-01,193,furniture
2007-10-01,212,furniture
2007-11-01,235,furniture
2007-12-01,354,furniture
2008-01-01,442,furniture
2008-02-01,295,furniture
2008-03-01,311,furniture
2008-04-01,253,furniture
2008-05-01,237,furniture
2008-06-01,271,furniture
2008-07-01,313,furniture
2008-08-01,332,furniture
2008-09-01,326,furniture
2008-10-01,345,furniture
2008-11-01,373,furniture
2008-12-01,536,furniture
2009-01-01,719,furniture
2009-02-01,601,furniture
2009-03-01,472,furniture
2009-04-01,443,furniture
2009-05-01,441,furniture
2009-06-01,481,furniture
2009-07-01,406,furniture
2009-08-01,497,furniture
2009-09-01,643,furniture
2009-10-01,605,furniture
2009-11-01,601,furniture
2009-12-01,952,furniture
2010-01-01,1174,furniture
2010-02-01,1446,furniture
2010-03-01,1206,furniture
2010-04-01,945,furniture
2010-05-01,914,furniture
2010-06-01,988,furniture
2010-07-01,1368,furniture
2010-08-01,1376,furniture
2010-09-01,1602,furniture
2010-10-01,1590,furniture
2010-11-01,1738,furniture
2010-12-01,2461,furniture
2011-01-01,2908,furniture
2011-02-01,2464,furniture
2011-03-01,2607,furniture
2011-04-01,2238,furniture
2011-05-01,2196,furniture
2011-06-01,2276,furniture
2011-07-01,2526,furniture
